text	label
Perfecto. Como lo descrito muy bien	1
Bonita y cómoda pero imán flojo. Muy bonita y cómoda pero el imán se va aflojando y a veces la pulsera no mide el ritmo cardíaco.	0
Baja calidad del producto. Tras 9 meses de uso, la correa se ha roto. A los 4 meses se rompió el recogedor de la correa y ahora se rompe el esto de la correa. No lo recomendaría	0
Sobran las palabras. Sobran las palabras era un regalo a mi sobrino y ahora lo veo y es increible	0
Espaciosa. La mochila está bien, tiene un rosa muy bonito, dentro tiene una separacion para guardar cosas más pequeñas y el bolsillo de fuera es amplio y práctico. El único fallo es que la tela es fina y parece que va a romper rápido pero por el momento, yo la uso para llevar apuntes (con mucho peso), y no se me ha roto, ni descosido ni nada. Yo la recomiendo ;)	0
Calidad precio. Igual qué figura en la descripción cumplen su cometido	1
Muy bonita. Perfecta muy bonita , la recomiendo , muy buen peso	1
Luz led. Buena compra. Luz led pequeña .pero con mucha luz	1
SON LO QUE PUBLICITAN. De momento llevo menos de un mes y los utilizo para correr e ir al gimnasio, cumplen su cometido son cómodos. En cuanto al lavado se quedan como nuevos, de momento ningún problema. Hago 1,80m y peso 77 kg mi talla es la M, la goma se ajusta bien. Para mi gusto le faltaría algún toque de color blanco por ejemplo, para que no fueran todo negro, ya que los utilizo como pantalón exterior. Relación calidad precio muy buena.	1
Luz bicicleta. Es muy buena luz y dura bastante la batería.	1
Funcional. Responde a la imagen. Producto funcional, la pega que tiene es que en realidad, el móvil no cabe en los bolsillos. Es demasiado grande. Es válido para móviles de pantalla pequeña	0
Da el pego. Calidad inferior a lo esperado, los conectores son de plástico y se nota de mala calidad. Al menos es cómoda y aunque la diferencia con la original es abismal puede pasar desapercibido... o no tanto...	0
Buena pala. Buena pala pero creía que tendría más potencia ya que en el anuncio se hablaba de atronador golpe y el sonido no es tan atronador solo normal	1
Un poco incómodas. Buena visión pero un poco incómodas	0
La utilidad y calidad. Buena compra. Muy util	1
Llegó antes de lo previsto. Por el precio que tiene el pack de 2 fundas no se puede pedir más, La pega que tiene es que el velcro de cierre no se alarga un poco más hacia abajo, porque así quedaría perfectamente encajada y ajustada la linterna.	0
Bien dependiendo del uso. Va bien para ir con las calas y en ciertos puntos soltarle. Incomodos para pedalear con zapatillas normales.	1
NO LLEGO EL PRODUCTO. No me llego el producto,,,y aparecía como entregado	0
Mala calidad. Huelen a citronella pero NO PEGAN ABSOLUTAMENTE NADA. Por lo que no se adhieren a la ropa y resultan INÚTILES.	0
Estéticamente resalta demasiado. Es bastante holgada, y sobra por todas partes. La tengo en la terraza y no es muy vistosa que se diga. Con el viento se mueve mucho y la he tenido que recoger un poco con uas gomas...Sugerencia: Que fuera transparente, ya que sería mucho menos "aparatosa" para la vista. A pesar de todo cumple su principal misión	0
Función. Muy bien. Hace su cometido..y muy práctico	1
Fatal. Fatal la suela de este calcetín se rompe el primer día de piscina, muy poco resistente, fatal	0
Muy fiel al anuncio. Me ha sorprendido gratamente. Es incluso mejor de lo que esperaba. Es tal cual aparece en las fotos y es muy amplia, cabe todo perfectamente. Es muy útil el compartimento para calzado y para ropa húmeda. Me encanta, la recomiendo.	1
Muy bonito.. Muy bonito, abriga, llega en el plazo establecido.	1
Se condensa el agua dentro. A las semanas de uso empiezan a empañarse cada vez más las gafas, por lo demás están geniales. Las recomiendo.	1
buen diseño, calidad. Es bonita, fácil de poner y quitar, dura. El aparatito que trae para quitar eslabones de la cadena y ponerla a tu medida me llegó sin la punta que necesita para empujar los pasadores y lo tuve que apañar. Las aristas de la correa no llegan a cortar, pero el ángulo de 90º es un poco afilado y a veces pinchan un poco y resultan molestas. Se me hace un poco pesada y me hace sudar la muñeca, al final la cambié por otra más ligera, pero para gustos los colores.	1
Compra lo que quieras que te enviamos lo que queramos. Compre dos recamaras de válvula 80 y me han enviado lo primero que han cogido. dejan mucho que desear.	0
Para que más?. Va perfecta y muy buen precio	1
Buen reloj.. Es exactamente lo que necesito, sin complicaciones y sin florituras pero preciso y facil de usar, si lees bien el manual y usas lo que necesitas .	1
Cumple su papel a la perfeccion. Ocupa muy poco porque es bastante plano y delgado el tejido, ideal para el dinero o tarjetas en un compartimento y el pasaporte en el otro , sólo tiene dos. Mi recomendación es llevarlo siempre abrochado por dentro del pantalón , su cinturón que es elástico y se ajusta a cualquier medida .El cierre es de plástico y no da mucha seguridad, pero yo no he tenido ningún problema. Por lo económico que es creo que cumple su papel a la perfección.	1
no son la 8 maravilla. A mi para que sean estancas te las tienes que presionar bastante y hacer vacío y me deja unas marcas en la cara curiosas, que no se sabe si después de una hora nadando me da mas alegría quitarme las gafas o acabar el entrenamiento,,,,	0
Muy buena. Teniendo en cuenta que la original de Apple es carisima, esta cumple perfectamente su cometido y tiene un aspecto bastante elegante. La única pega que le veo, y es por lo que no le doy 5 estrellas, es que el imán es, para mi gusto, demasiado potente, lo cual por un lado evita perder el reloj porque se pueda abrir la pulsera, pero por otro, cuando se roza cualquier elemento metálico, te lo puedes llevar pegado.	1
Prometía pero no.... El producto flota bien, el problema es que por más que lo ajustes al niño, se le sube por la fuerza del agua, y la correa negra que une las piezas, en 2 días le hizo unas heridas de miedo, por lo que no lo pudimos seguir usando. Si trabajaran en esa pieza y la cambiaran por otra igual de resistente pero menos dañina, sería genial. Gracias	0
Penoso servicio. No se como será el producto pero el distribuidor es penoso. Despues de 1 mes esperando el producto que ya había pagado te dicen que esta en la aduana y que no llegara. Lo solucionan con el reembolso del importe como si te hicieran un favor al devolverte tu dinero. No comprare nada de este distribuidor, eso seguro.	0
No se pegan bien a la piel. Se despegan al mínimo movimiento	0
Buena calidad. Buena calidad. Montados en el exterior	1
están muy bien. buena máquina para pesas y para ejercitar piernas. en verano lo uso más, en invierno nooo	1
Material un poco endeble. Cumplen su función pero se deterioran en poco tiempo. Compré estos porque no había de otros azules que había adquirido antes y que iban muy bien aunque sean un pelín duros. Estos morados son más blanditos pero si no tienes cuidado con los relojes, pulseras, etc, se desconchan. Los azules que compré casi un año antes lucen mejor	0
No me salió a cuenta. La bolsa no me ha ido muy bien, a los dos días ya está súper desgastada y se mueve mucho debido a que el Velcro no da más de sí. La bomba no ha funcionado desde el primer momento, menos mal que tenía la más barata de Decathlon y pude hinchar la rueda. El resto de material bien, pero si lo sé cojo cada cosa por separado y con algo más de calidad	0
Buena calidad por el precio. Solo tiene malo la longitud de las cintas de agarre que segun sea el transportin puede no valer asi que cuidado por lo demas buena calidad por poco precio	1
Color no corresponde. El color no corresponde con el quien compre pero bueno la calidad está bien (el rojo es fucsia)	1
Material plástico. Material es plástico, ya veremos cuánto dura, montaje fácil	0
Recomendable. Todo correcto , talla,color,calidad...	1
No me funciona se apagó y murió. En dos meses se apagó y ya no me funciona se murió	0
Buena navaja. Buena calidad. Precio la recomiendo	1
Perfecta, pero la mia debe ser defectuosa.... La mochila es bonita, practica, pesa poco, comoda, funcional pero la cremallera se atasca en un punto desde el primer dia, cada vez que la abro el tejido se desgasta un poco mas, no se cuanto durará.	0
Cálido y práctico. Necesitaba un edredón no excesivamente caliente y que fuera plano y desmontable. Que pudiera usarse como saco doble y, al mismo tiempo, usarse como saco individual. Ahora lo uso en tienda de campaña con mi mujer cuando viene de acampada. Y, dentro del 4x4, solo para mi cuando viajo solo. Calienta suficiente, sin agobiar. Se lava bien y las cremalleras no están mal. Me parece un producto bastante logrado.	1
Bandas de trabajo. Son exactamente lo que describe el vendedor. No son la mejor calidad pero suficiente para alguien que quiera trabajar un poco en casa. Estoy encantada con ellas!	1
Confortable. Perfecta y queda muy bien	1
Muy larga. Es demasiado larga pedi una L y le estará bueno a alguien de 190 cm	0
Al menos se ve de día por la calle.. Ya había tenido pésimas experiencias con otro smartwatch (compré 4 y los regalé todos), sobre todo, y principalmente, porque no se ve con la luz solar. En este caso me arriesgué porque vi una opinión que decía que se veía de día, y aunque efectivamente es así, tampoco es que se vea muy bien. No entiendo realmente porque hacen smartwatch que no se ven en la calle de día, supongo que el panel oled en esos casos serán excesivamente caros. En cuanto al reloj, como casi todos, peca de tener una aplicación mala, bastante en este caso, que utiliza la misma aplicación que mi otro smartwatch, por lo que no he tenido que instalar una nueva aplicación en el móvil, algo que al menos veo positivo. La aplicación que usa es H Band 2.0, una aplicación bastante mala, aunque al menos funciona en lo principal, veo los mensajes de whatssap y vibra cuando recibes llamadas podéis ver las opiniones en Google Play, no pasa de 2,9 estrellas y tiene bastantes malas opiniones. En definitiva, aconsejable porque se ve de día, y si tienes presbicia, porque los números se ven grande, por lo demás, como todos los smartwatch baratos, pésima aplicación y calidad mediocre.	0
No lo veo claro. Otras gafas cressi creo dan mejor resultado. Estas molan pero no sé qué extraña mancha les ha salido en el cristal por la sal marina.	0
Coincide con la fotografía. Es bonita, la talla coincide aunque es un poco ancha. No es entallada	1
correa. Me gustó es de buena calidad fácil de poner y quitar no le encuentro ningun fallo	1
Algo hace pero no milagros. El sistema del pitorro para beber no abre excesivamente facil ... hay que agarrar con los dientes y tirar pero funciona, hay que apretar bastante para que salga el líquido... Mantiene algo más la temperatura que un bote normal pero tampoco hace milagros... Lo mejor es que no desprende olores a plástico ... incluso dejando agua dentro de un día para otro se mantiene insípida... Recomendable si no quieres algo muy profesional ...	0
No es original.. Camiseta de tejido muy fino, y talla ajustada no corresponde al patrón de tallaje de la marca.	0
Alumbran bien. Ya llevo 2 baterias. Y 3 cargadores en cosa de 10 usos?? Alumbran bien pero sus cargadores no aguntan y las baterías casi sin uso se ven ke no aguantan igual. Siempre las guardo descargadas y las cargo antes de usar dejando enfriar.	0
Fallo o defecto. Me ha dejado de funcionar en 2 meses, lo hemos usado 6-7 dias. La rueda trasera se bloquea y se frena.No funciona correctamente.No se como contactar con el vendedor.	0
Mediocre. En el exterior la pantalla casi no se ve.	0
Muy satisfecho. Estructura de fácil montaje	1
De segunda mano. Llegaron muy rápido aunque algo sucias, creo que me dieron unas devueltas por otro vendedor	0
Buen productor a falta de probar. El productor está bien se acopla bien a la cara pero los cristales se mueven bastante dentro de la gafa no se si es nornal ese movimiento del cristal.. Producto por calidad precio recomendable	1
bien. bien, aunque tiempo de entrega demasiado grande y me viene como paquete de china directamente, no se por que me obligan a escribir tanto si no quiero	0
No recibida la entrega prevista para el 3 de julio. Se ha retrasado, aún no lo he recibido, a pesar de recibir comunicados varios días, de que se realizaría la entrega	0
Necesario. Muy bien y rápido ligero, viene con funda muy bonita y cómoda también lleva una pinza para poder colgar al cuello	1
No está bien sellada en costuras y cala. Estaba defectuosa ya que entraba el agua de lluvia por algunas costuras, Amazon la va a reemplazar, espero que la que manden no de problemas	0
Si matara mosquitos sería genial. Me gusta su construcción el toque de la goma de silicona que protege el led, sus distintos modos de potencia y la función UV aunque No mata mosquitos.	0
Muy útiles. Muy bien aunque las instrucciones podrían ser mejores	1
Sin más. A re-apretar todo el rato.. Probado en Gamo shadow 1000 4.5. Al principio muy bien, pero después de 15-20 disparos se afloja y se cae al suelo. Hay que revisar el tornillo de apriete constantemente, sino se suelta solo y se cae	0
En la línea de esa gama de precios. Cumple.. Está bien por 20€ que la pillé en oferta flash. No vale más. El cristal está demasiado difuminado para mi gusto pero están bien acabadas y para conducir están bien, pero dudo que me sirvan para el verano.	0
Bien. Se despegan y son muy finas	1
Talla diferente. Es la talla S y es grande,es como si fuera una M,si no sería genial, parece q sea una talla diferente	0
Bonitos y calentitos. Parecen de buena calidad y abrigan bastante. Precio calidad buenos. Tardó un poco en llegar pero todo estaba bien. Recomendables	1
se salen las varillas. cumple, pero las varillas de unión entre las placas se salen y hay que andar con cuidado de no perderlas o ponerles un tope	0
Decepcionado. Este es el resultado después de usarlo un mes iendo a trabajar, 15 km diarios, como mucho, y eso que los compré una talla más grande	0
Calidad Zefal. Bomba de aire de Zefal. Se ve bien construida. Coge presion sin problemas. Vale para todo tipo de valvulas de bicicleta. Incluye valvula para balones y colchonetas.	1
Pasables. El producto no está mal para gente que se inicia personalmente las aletas no se nada flexibles vamos que si no tienes piernas mal vas y las gafas son normalitas y le dan un pase. El tubo está muy bien. Creo que deberían tener mas variedad en cuanto a aletas de caucho y otras marcas.	0
Mas o menos. El candado tiene fallos, a veces cuesta abrirlo y claro eso te pone nervioso por si no puedes finalmente abrirlo	0
Ok. Lo que puedes esperar con ese precio. Me encanta pero la calidad es baja.	0
Buena compra. Facil de tomar. No precisa de agua para ello. Pondría el formato mas ancho y menos alargado, por lo demás genial	1
No pensaba que fuera a pasar esto en un balón top. El balón pierde presión	0
aparato para hacer abdominales. no me gusta mucho. Es casi de juguete.	0
Buen producto. Me ha gustado mucho la mochila. Cumple perfectamente la descripción. Tiene materiales de calidad , múltiples bolsillos y parece resistente. Tiene mucho espacio para guardar de todo. Cuando te pones la mochila se ajusta muy bien; es muy ergonomica. Muy buen producto.	1
No enciende. Hola de los dos relojes hay uno que no funciona	0
SU PROTECCION. ES BUENO Y MUY BUEN PRECIO PERO NO SE AJUSTA A LA REALIDAD EL TALLAJE ES MUY DEFICIENTE, PEDI LA TALLA XXL Y NO SE AJUSTA ALAS MEDIDAS.	0
El producto llegó muy pronto y parece ser de buena calidad. El envío muy rápido, el producto parece sólido y de buena calidad. Lo único es que hay muchos tornillos en el sistema y me preocupa que a la larga se puedan aflojar de las vibraciones y causar algún problema. De todos modos se pueden llevar algunos de repuesto y ya, problema solucionado	1
Ejercicio. Es bueno, pero debes gastar muchas baterías para el mando, gastas más dinero en baterías que lo que costó el articulo	0
Muy buen producto. Muy buena compra, es ligero y tiene manillar ajustable, las ruedas llevan luces q se encienden al girar	1
Riñonera. La compré para mi hijo, para llevar el movil, las llaves... comoda y practica	1
Bluetooth defectuoso. El bluetooth va fatal. Se desconecta todo el rato y no es normal que lo haga. He tenido otro Garmin y no me pasaba eso. Creo que es defectuoso	0
Funda de sillín asequible y un poco dura, pero cumple su función. Pedido muy demorado.. La calidad no es la mejor, resulta ser un poquillo duro pero para lo poco que cuesta tampoco se puede esperar demasiado. Lo peor de todo fue que el pedido no me llegó, no sé si se llegó a perder o algo, y tuve que reclamar para que me enviasen otro. Había pasado un mes desde la fecha de compra. El siguiente me llegó en el plazo acordado afortunadamente.	0
Impermeable sin duda. No traspira mucho..., pero para los dias de mas frío es genial.	1
Reacondicionado - no funcionaba. Compré 2 relojes vivofit jr reacondicionados para mis 2 hijos. Uno llegó como nuevo y el otro no funcionaba aunque en la descripción ponía que estaba "como nuevo".	0
Fuerte y resistente. Esta muy bien, es muy fuerte, resistente y conserva muy bien el frío . Este verano la hemos cargado todos días hasta arriba y aguantaba todo el día fresca la comida.	1
Aconsejable. Goma muy corta, de lo demás bien	1
BIEN, PERO.... En temperaturas de 2-3 grados, cumplen con su función, pero justo,he tenido que ponerme unos cubre botas para apoyar la función de los calcetines, el tejido está bien, es suave y llega casi hasta la rodilla (un poco por debajo) y tiene un pequeño refuerzo en la puntera... Los llevo cómodamente, aunque creo que el material debería ser algo más denso (más cantidad de lana, no se..) para poder proteger más del frío, y sobre todo para amortizar el coste de lo que valen...	1
Robo. Sólo llegó uno. Alguien se quedó los otros 9.	0
muy bueno. tuve algunos problemas al principio se quedaba la pantalla en negro y cuando apretaba el botón izquierdo salia un mensaje pequeñito con varias opciones que no lo devolvían a la normalidad por suerte cuando la bateria se gasto del todo al volverlo a cargar volvía a la normalidad	0
Compra muy interesante. Este chaleco de Columbia me ha encantado, es un poquito ancho pero muy versátil y cómodo.	1
No es una pelota pa usarla. En el primer uso, la pelota, presenta arañazos, superficiales y profundos. Y pierde aire o presión.. Compra decepcionante como uso deportivo..	0
Aún no me a llegado!!!!. Yo la pedí el 20 de diciembre y aún no la he recibido	0
Color diferente. El azul es mucho más fuerte y no se parece al de la foto. Por el resto, correcto se adapta bien	0
Ligeros y Fuertes, cómodos. Los probé ayer, en Sierra Morena, un día de lluvia. Son ligeros muy fuerte no cimbrean los adaptadores para el piso son de muy buena calidad no se mueven de donde fijes la longitud. Muy buena compra. Me los llevo a Perú, a ver qué tal.	1
No calienta pero da calor. No es un calentador como una bolsa de agua pero si hace que el pie no se enfríe. Lo hemos usado para esquiar y el resultado es satisfactorio. La duración también es suficiente para una jornada.	1
PERFECTO. Todo perfecto, envio fue rapido y sin problemas; sus acabados muy buenos y solidos. Las niñas han alucinado con el patinete.	1
Me gustaron. Son cómodos y no molestan. Se oye bien, con ellos puestos.	1
Talla muy grande.. Lo tuvimos que devolver,era muy chulo y parecía de buena calidad,pero el tallaje era enorme...una pena,porque se veía muy bien	0
Bien. Tiene varios modelos para adaptarse a dedos de distinto tamaño. En general va bien. No hay nada muy reseñable que añadir	1
Fenomenal. Siempre las compraba en la farmacia y me decidí a pedir estás por probarlas...pues son exactamente iguales, tal vez la pega es que varían unos milímetros una de la otra	1
Diseño ok, poca calidad del cuero.. El cuero se ha desgastado rápido, a la q se ha usado varias veces bajo lluvia / cesped mojado.	0
No le veo utilidad. No es necesario. Y no sirve para colocar el móvil encima. No me gusta. Usado una sola vez y al trastero	0
Decepcionado. No merece la pena.. Decepcionado. A simple vista un buen producto y a un precio economico, pero en poco tiempo se deteriora y se rompe por la junta central. Solo me ha durado 3 meses y con un uso de dos horas unos dos o tres dias a la semana.	0
perfecto producto. producto perfecto Yo lo uso para el trabajo estoy comodísima mas adelante comprare mas es una buen compra muchas gracias	1
Lo esperado. Es finita, y no trae el forro polar, justo lo que quería. Podría ser de mejor calidad, pero no está mal.	1
Es practica. Buena calidad precio	1
Entrega incompleta. El pedido llegó con solo 3 luces. Falta una. Me parece malisimo, devolveré el paquete o pediré reembolso.	0
Sergio. Una de las dos luces funcionó mal desde el principio. No cargaba por completo la batería y no duraba más de una hora. La otra sí funciona bien y no hay queja respecto a su rendimiento, pero no puedo darle más de tres estrellas debido lo que comento.	0
Manchas fosforescentes. Las correas tienen manchas fosforescentes, se ven de mala calidad.	0
Vicente. Apriori parecia buena ,pero a mi hijo le a durado 24 horas fue caer al suelo y partirse el en 2.El plastico es de muy mala calidad,no la recomiendo a nadie.le pongo una estrella porque es obligatorio para el comentario.	0
Parece que no llevas nada. Se adapta bien gracias a las dos tiras de velcro de la tija. No la he probado con lluvia	1
Mala calidad. Desgraciadamente ha venido rota. Los cables que conectan el mando con la parte electronica del disco totalmente pegados con silicona de forma exagerada, colgaba silicona de los cables y ya se veía la mala calidad. Obviamente con los cables así no ha funcionado. Lo devuelvo	0
De momento parece buena!. Llevo años saltando a la comba y ya era hora de sustituir mi vieja comba de cuero , me he decidido por esta comba por el precio y.. lógicamente no se le puede exigir mucho,mi valoración es la siguiente: Calidad del material :Medio ,mangos huecos de plastico ,cable fino de acero recubierto de plástico ,en general no parece de mala calidad veremos si a corto o largo plazo falla en algo. Puesta a punto :Hay que ajustar el cable cortandolo y dejando algo de sobrante para poder seguir ajustando el cable al gusto y la medida de cada persona mediante los tornillos que tiene. Práctica: De momento la he utilizado poco y mi impresión a sido regular,yo de momento lo puedo achacar a la falta de experiencia con este tipo de combas y que habrá que cogerle el truco al nuevo sistema de rotación, el cual a mi de momento no me convence mucho( yo creo que si no estuviese la bola rotatoria y a eso le sumas la rotación de la muñeca que es lo que hay q rotar daría menos bandazos el cable), pero ya os digo que puede ser por lo que digo más arriba.De momento está puntuación es la que puedo poner.	0
No es para tanto. No hay mucha diferencia con una cubierta lisa normal. Es cierto que se desgasta algo menos pero la diferencia es mínima comparada con una Michelin Ride que tenía antes que incluso era más silenciosa y cuesta la mitad.	0
La Calificación de mi nieto.. Mi nieto es el que la ha calificado de estupenda, incluso la usa ahora en verano, en casa.	1
Alfredo fernandez. Nada recomendable, llegó, pero hice mala compra, tener cuidado, cargos extras nunca más compraré en uno de estos sitios, mala experiencia	0
Calidad del producto excelente. Una grata sorpresa al abrir la caja de Amazon. Los componentes del producto tienen una calidad que se aprecia tanto con la vista como con el tacto. Probé a hacerme los primeros abdominales con ella y el acolchado tiene una dureza perfecta. Además, el detalle de la bolsa, es merecedor de la calidad que la marca quiere transmitir y demuestra con los productos que hace. Creo que voy a tener almohadilla para años. Sin duda recomiendo el producto.	1
No es como el original. Se suelta más fácil y se ensucia fácil.. El mayor problema que tiene es que se ensucia mucho más fácil que el original, además de que se suelta ya que la presión que hace no es como el de la propia marca. A mi se me ha ido al suelo haciendo deporte un par de veces.	0
Mal embalado. Producto el esperado y envío rápido, pero me ha llegado el producto chafado. Una mala manipulación sumado a un mal embalaje.	0
Carpeta táctica. En general está muy bien, sólo que vienen pocas hojas. es muy bonita la carpeta.	1
Perfecta pero no es el color que pedimos. La botella en general súper bien, a mi hija de cinco años le va muy bien, pero pedí el color azul claro que era el que quería y me llego el oscuro	1
te queda asi si tienes el cuerpo de la modelo. este producto no me termina de gustar.. la tela es de esa que se arruga mucho y el dibujo de rayas comienza a media barriga.. al menos que seas un palo y no lo rellenes jejeje a ver.. tiene un precio muy bajo .. pero no es de algodón y el dibujo no queda como en la foto	0
Tela impermeable y de buena calidad.. Fácil de instalar. Tela impermeable y de buena calidad.	1
Me han durado pocos meses. Se han rajado por un lateral con un poco de trabajo de saco (tampoco pego tan fuerte). Apenas 4 meses...	0
Compra necesaria. Es la tercera que compro de esta marca y me parece de gran calidad. Los sistemas de cierre son seguros y no gotean. Las anteriores se me rompieron por caídas. En este modelo destacaría el rebaje del orificio para beber porque se parece más a un vaso. Compra fundamental si te gusta llevar una bebida caliente a mano de forma habitual.	1
Mucha luz! LED verde intermitente algo molesto. Luz super potente, luce muchísimo. Gasta 3 pilas de las gordas y en 4 días de camping duró sin problemas, con un uso pequeño. La única pega es que una vez tiene las pilas puestas, un led intermitente verde no deja de lucir, lo cual es algo molesto. Por lo demás, muy bien.	1
frágil y malo. Pedí dos. Los dos rotos por la parte del cuello El proveedor aún está viendo que tiene que hacer... Nada recomendable.	0
Complejo montaje.. Complejo montaje, las piezas no ensamblan con facilidad y la pintura se desprende por fricción.	0
Nula calidad. Mala calidad con las costuras y las cremalleras. A las 2 semanas se empezó a abrir	0
Calidad. Tal esta en la foto es, muy buena calidad	1
No están bien. Son muy muy pequeñas, duele y se clavan, no son normales, de las 3 que viene sólo vale 1	0
Buen producto. Relación calidad precio buena. Atención al cliente muy buena y con respuesta muy rápida. Recomendable. Fácil de guardar. Cumple mis expectativas	1
En general bien. Aunque está bastante bien, el elástico que sujeta el móvil se empezó a romper	0
Recomendado. Buen producto con buena iluminación para foto o vídeo. Se recomienda adquirir la batería con su cargador. Viene con unos filtros. La calidad es buena y por el precio es de lo mejorcito.	1
mola pero es un poco fragil. aparentemente esta bien los corchetes no se me an desenganchado ni nada pero esas mismas patillas donde van los corchetes se an descosido las 2 tuve que coserlas y reforzarlas una vez hecho eso queda de lujo es comoda el resto de la bolsa es bastante resistente pero lo dicho.....	0
Calidad mejorable. Viene rozado y con desperfectos estéticos. En mi bici me da la sensación de que quedan algo cortos. No transmite mucha calidad	0
No está mal por ese precio. Bonitos si que son pero de dudosa calidad, plástico muy endeble para mis botellas de 750ml. En el primer bache ya veremos donde acaban las botellas.	0
No era lo que esperaba. Como bien indica el título, no era lo que esperaba, los colgantes son dorados y no muy bien acabados, pero por el previo que tiene tampoco podía esperar mucho más, pero pensaba que estaban mejor en general.	0
Regular. Están muy abiertos y se salen los pies	0
Producto Usado - Amazon no lo comprueba. El producto venía usado y Amazon no se ha preocupado de verificarlo antes de enviarlo al cliente.	0
Pesa rusa 4 kilos. Pesa rusa de 4 kilos. La parte amarilla a veces molesta dependiendo del ejercicio. Pesa en dos colores. Pesa pesa.	0
demasiado complicado. si quieren que opine, ándame productos gratis	0
Excelentes. Me encantan! Primera vez que las pido y me han gustado mucho.	1
Duran poco. Cómodas,pero duran poco.se rompe a los varios usos	0
Incompleta. La botella va bien para ahorrarte espacio, tiene buen tacto y además contribuyes a reducir el uso de plástico, pero tiene un problema: no viene con tapón para la boquilla y ésta se ensucia enseguida y va tocando todas las superficies donde pones la botella... Adjunto una foto de la zona a la que me refiero.	0
Merece la pena. Es un rodillo más bien duro, pero hace su función a la perfección y es de muy buena calidad. Me ha sorprendido para bien además de su precio super económico que no tiene nada que envidiar a otros más caros	1
BUEN PRECIO. FUE PARA UNOS REGALOS Y A LOS NIÑOS LES ENCANTÓ.	1
2 ENVIOS Y NO FUNCIONAN. He recibido el producto , y de hecho llevo desde el dia 26 de Noviembre pendiente de poder disfrutar de la compra , que ha sido un total fracaso , dos modelos que no han funcionado , una con un ruido de crujido , otra que ni se ponia en marcha , incluso amazon me avisa de que tiene muchos problemas este producto y van a valorar comunicarlo al vendedor y quitarlo , hoy dia 12 diciembre estoy esperando desde el dia 5 otra , para ver si es la definitiva y me la quedo o solicito el reembolso , aqui tengo la caja de la anterior que ni pasan a recogerla , esto es un calvario ... asi es que amigo/a piensatelo bien antes de comprarla.	0
No es de yoga. No es una esterilla de yoga, es de fitness, tuvimos que devolverla. La descripción del producto es engañosa. Las esterillas de yoga no deben resbalar, y esta resbala bastante.	0
Ligeros, resistentes y cómodos. Bastones de trekking muy ligeros y cómodos, se pliegan fácilmente y además llevan muchos accesorios para diferentes tipos de terrenos. Muy resistentes e incluyen una funda para su transporte. Sin duda los mejores que he tenido.	1
No muy bien. Tela muy fina y queda corta por detras	0
Descripcion incorrecta del anuncio. Solo sirve para el manillar es una estafa porque eso no se dice en el anuncio	0
Muy chulo. Esta muy bien para las llaves. Lo recomiendo	1
Muy cómodo y eficaz. Me costó un poco acostumbrarme el primer día pero me fue de gran utilidad el comentario de otro comprador: conviene hacer inspiraciones profundas. Es muy cómodo. Ya lo he utilizado bastante y no he tenido ningún problema de que entrara agua por el tubo.	1
Mala calidad. Aunque en un principio estaba muy contenta con la compra, se rompieron las costuras de la cinturón a los 15 días de estrenarla.	0
Parece lo que no es. Correa especifica para el modelo indicado, pero de una calidad cuestionable, se parte en poco tiempo, no la recomendaria para alguien que se ducha o suda con ella puesta, la goma/silicona o de lo que este hecha es mala.	0
Está bien. El producto está bien, pero la correa cede un poco. Presenta buena imagen y a la vez no llama mucho la atención.	1
Nevera que mantiene el frío muchísimo tiempo. Impresionante nevera portátil. Mantiene el frío de forma espectacular. Por ponerle algún mínimo pero, el cierre no es totalmente hermético y la tapa de arriba podría ser algo más dura. Pero la función que es enfriar la cumple como no he visto nevera alguna jamás... Cuando se rompa espero que en mucho tiempo, ya tengo marca de nevera sin dudarlo ni un momento.	1
Buen producto. Es la tercera que compro. Buen cierre y robusta. Ideal para el cole	1
Llego en mal estado. Llego con una pequeña brecha en la lente, la devolví y todo genial. Eso sí, recomiendo adquirirla en tienda de airsoft, conseguí la misma por mismo preció en mejor embalaje y me pude asegurar que estaba en bien estado.	0
No la recomiendo. La bola no mota mucho, otras que hemos probado eran mucho más divertidas porque con poco esfuerzo conseguías botes chulos.	0
Ideal para bicicletas sin ojales.. Muy recomendable, se adapta perfectamente a todas aquellas bicicletas sin ojales para las que es difícil encontrar un portabultos.	1
Buena compra. Aparentemente buena aún no la he lavado.Es reversible pero como ha comentado una chica viene con la etiqueta por dentro jjjjjjjjj	1
Protege de la lluvia. Mido 1,64 cm, peso 50 kg y el chubasquero me queda demasiado grande y demasiado amplio pero te salva de las fuertes lluvias La manga me cubre la mano por completo y más y el largo hasta media pantorrilla No sirve para estar bonita pero protege muy bien de la lluvia. Le faltan tallas y un par de bolsillos y ocupa mucho sitio en la mochila. Un básico de fondo de armario que tienes que tener y, es útil para el coche, para viajes y excursiones y para lluvias fuertes que te pillan por sorpresa. PVP 10,99 Euros	0
