text	validation
Bien.. Lo poco que podido probarla bastante bien, y se la ve con muy buen ácido.	1
Buena y potente pistola. Potente precisa apariencia a las reales y funciona bien con bolas y perdigones de todo tipo	1
Soporta mucho peso. Muy adecuado para mi negocio de Ludoteca con niños	1
No llego a tiempo. No llego a tiempo para la competición	0
Buena luz para bicis. Muy buena luz para bicicletas	1
Luz bici. Alumbra muchísimo, muy recomendable si vas en bici de carretera para que te vean desde bien lejos.	1
Simples bolsas. Parecen mochilas , pero no . Son simples bolsas , se han deteriorado muy rápido	0
Buen producto. Mantiene frío y calienta, no se vierte, diseño bonito y buena calidad	1
Riñonera. A los dos días de tenerla, se descosió el cinturón , realmente no deja de ser una riñonera de los chinos q vende Amazon 5€ mas cara	0
Boligrafo tactico.. Buena calidad de construcción y la escritura es fluida y agradable, viene con 4 recambios. Es un poco grueso y pesado. Recomendaría su compra si.	1
Pedí dos y sólo me ha llegado una.. Pedí dos y sólo me ha llegado una.	0
Todo correcto.. Servicio rápido y excelente calidad del producto.	1
Las tallas. Está muy , aunque con las tallas no te puedes asegurar mucho	1
Bien. De momento parece que funciona	1
En general cumple mis expectativas. En lineas generales me ha gustado, quizá esperana un pelín mas grande. No parece que se rompa fácilmente. Espero que con el uso no coja mal olor como otras	1
Botella muy práctica. El envío ha llegado bastante rápido, y la botella es muy práctica con tanto compartimento. El único pero que le veo, es el ruido que hace la parte esfera móvil que tiene en el interior para que no se formen grumos en los batidos. He utilizado otras botellas que tienen una especie de rejilla ajustable en la parte superior de la misma para evitar los grumos, y no la rejilla no hace ruido.	1
Mal embalaje y no contiene libro. Las bandas están bien, pero en la descripción dice que vendría con un manual de ejercicios y no viene absolutamente nada. De hecho venía bastante mal embalado, por eso le doy esa puerta puntuación.	0
Es muy pequeño. No funciona cuando se está cargando, es el único inconveniente que le veo	1
dulce sueños. aceptable pero pero deberían darle mas capacidad, para alguien con mucho volumen de pelo no se lo recomiendo, solo le cubriría la punta del pelo	1
Cumple su función. Se clava en la axilas y es un poco incómodo	1
Buena Calidad Precio. Los guantes han superado mis expectativas	1
Bien. A veces se engancha en la ropa	1
Polar finito y ligero. Cumple con la descripción. Polar fino, suave y abriga lo que es. Por ahora todo ok.	1
No recomendable. El producto no cumple con las expectativas ya que el tamaño no es de adulto. Son más pequeñas que la gafas de natación habituales para adultos de Zoggs.	0
Bien. Se ve de buena calidad pero no he podido instalarlo ya que mi techo no aguanta tanto peso una pena también probé en un tabique y al colgarme me llevé media pared	0
Bien. Cumple con lo esperado, la talla es algo mayor que la talla normal, si te gusta entallado hay que pedir una menos de lo habitual , unicamente el envio me defraudo,, ya que aunque ponía envío en un día me llegó a la semana.	0
Buen material pero comodidad y tallaje mejorable. Como guantes están bien aunque aprietan bastante en el dedo gordo, el resto van un poco más sueltos. Las tallas, además, son un poco pequeñas. Con una M, teniendo manos pequeñas, me vienen muy ajustados.	0
No compréis. Horrible, la caja llegó prácticamente dañada, sin tira para sujetarlo.	0
Lo que esperaba. Bonito, no demasiado caliente, a menos que lleves un buen forro polar debajo, y al poco tiempo, se despegó uno de los velcros de los puños. Pero por lo demás, está muy bien. Viene con su capucha.	1
casco barato, o sea, casco malo. He comprado un casco para ver si me gustaba y, en tal caso, comprar más para mi negocio de actividades turísticas. Como era de esperar, es un casco muy básico y no es bueno. No lo recomiendo para nada, no merece la pena. Se puede encontrar otros cascos mejores por un poco más de dinero.	0
Linda buen acabado. Barata, ideal para frío pero si te mola llevarla al revés el ajuste de belcro no mola nada.	0
Pierde agua.. Pierde agua. No se puede usar. Lo he devuelto cono producto dañado.	0
Cremallera de escasa calidad. La cremallera es debil, para este producto, Sospecho que éste es el punto flaco por el que esta funda podría romperse en primer lugar. Tampoco posee ojales grandes o anchos lo suficientemente amplios como para usar un candado. En general el material de la bolsa es aceptable, pero el tejido no da la sensación de fortaleza y resistencia que yo esperaría y que he visto en otras bolsas más pequeñas para bicicletas plegables.	0
Falla. Falla la pila y no lee la saturación bien... no me sirve para trabajar, necesito uno que funcione mejor :(	0
Ideal para ejercicios. Buen material. Ideal para ejercicios.	1
De lujo.. La verdad es que es lo que puedes unan para colocar Casi cualquier linterna que tengas de mano. Va bastante bien y los materiales son buenos.	1
Buena compra. Buen producto bien acabado y bonito	1
No leen los pedidos. No sé para qué ponen una lista para elegir color si luego te mandan los que les parecen. Pedí Negro/blanco y me ha llegado blanco/blanco	0
Buena compra. Hago triatlones y para entrenar siempre llevas mil cosas. La mochila es grande, con muchos apartados, pero se lleva bien y es muy cómoda. Encantado con la compra, totalmente recomendable.	1
De momento nada ,falla. Lo estrene hoy cargado y se me enciende y apaga	0
¡OJO! Con las tallas;si normalmente usas una M,con este articulo elije la talla L. Buen producto,pero me veo en la obligacion de cambiar la talla M por la L	1
Un pelín decepcionado. la primera impresión al abrir el paquete, es que el producto es bueno, por el precio que tiene, pero examinando cada una de las cuerdas, resulta que en dos de ellas el mosquetón está estropeado, concretamente el muelle del cierre, que hace que vuelva a su posición, no funciona, así que por ese detalle es un poco decepcionante. Lo demás está correcto, calidad de gomas, agarres y velcros bien.	0
Correcto. Goma muy blanda. Parece más grande que el original. De todas formas a este precio no se puede pedir más.	0
Bueno.. La alarma sirve por si te caes avisar donde estas porque suena bastante fuerte.	0
La devolví por no funcionar bien. Me gustó su diseño pero no vibraba ni con la alarma ni con las llamadas	0
Buen protector. Material muy resistente, acorde en los plazos del envío y cumple las expectativas que detalla. Producto muy recomendable para su compra.	1
Esperaba que fuese menos plasticosa. Pensaba que sería un poco más resistente	0
Precio calidad excelente. Por el precio cumplen bien	1
Decepción. Oxida y da sabor al agua.	0
Muy práctico. Tamaño perfecto para debajo del sillín. Viene una cámara y palancas para quitar el neumático. Además meto las llaves y el dni	1
Se despega. Tiene bastante adherencia, pero yo que hago natación se me despega en la piscina, a diferencia de otras que he usado.	0
El material. Llego antes de la fecha ..muy bueno los materiales..	1
No esta en condiciones. No me a gustado k trae un fallo y una mancha.	0
Buena calidad pero elevado precio.. El bidón está bien, libre de plastico nocivo para la salud según indica su etiqueta y de esto se hay que fiar, porque observándolo detenidamente no da impresión de muchas diferencias con un bidón de plástico normal, y eso despierta sospechas. Buena calidad el tapón de cierre de silicona pero el aislante térmico es demasiado simplón y guarda el frío lo justo para media hora larga con buen sol. Elevado precio para lo que ofrece: buen chorro y válvula bien estudiada.	0
Dario. yo lo he devuelto hoy, quisiera alguno que lo tenga , si a la luz del dia ve perfectamente la pantalla?? a mi casi ni se veía de intensidad , vamos que tenia que estar a la sombra o nada. Y alguno ha tenido problemas con el veryfit para sincronizar? después de abrir la aplicación y encontrarlo ,,, no lo sincronizaba nunca y eso que le di a todos los permisos, programa de confianza, sin restricción de batería del móvil etc.. y nada !!! tengo un xiaomi note 3	0
Es mejorable. Necesita más zona antideslizante	0
Bueno...... Bueno.... Las utilizó como panacea para mi hijo	0
Útil. Es más pequeña de lo esperado. No trae lo que dice el vendedor	1
Pequeña, barata y potente. Ninguna queja de esta lámpara, muy bien equipada y bastante potente. La recomiendo sin duda. La única pega es que los imanes integrados que tiene son poco potentes.	1
Revento... La monte y a la mañana siguiente había reventado , con los bares que le corresponden .	0
Bien. Contento con el producto.	1
Cumple con su función perfectamente. Mochila comoda, de calidad y buena capacidad	1
Comodo,pero grande.. Me gusta mucho el tejido, ligero y cómodo. La unica pega es el tallaje por encima de la medía. mido 1,80 y peso 75 kilos, pedí una L y me va grandecito. Espero que os sirva de guía	0
Precio. No está mal por el precio	0
Mini botiquin. Es algo mas pequeño de lo esperado pero con algo de organización creo que me entrara todo lo necesario.	0
CIERRE CORREA. Las he probado y parecen un poco más débiles que los originales, pero cumplen bien con su cometido.	1
Las dos estrellas son para Amazon y el envío en 1 día.. Tornillo algo torcido, de calidad media/baja, pero cuando usas el patín a diario, se te parte y tienes prisa es una solución en 24 horas mientras localizas algo mejor.	0
Una basura. Es una mierda de protector. Se pega mal,el primer dia se cascó laparte de arriba. No se lo recomiendo ni a mi peor enemigo	0
Bonito, lijero, comodo, pero.... No ha cumplido mis expectativas por que priorizo las notificaciones y he tenido algun problema de conectividad con xiami red mi 5 plus, pero tiene cosas buenas: Bonito, comodo ( a mi no me gusta llevar reloj y aun asi me parece mas que aceptable ), buena vibracion, buena visibilidad al sol y a oscuras y la correa a pesar de ir a presion contra el conector usb, es mas fuerte de lo que esperaba.	0
En general esta bien la relación calidad/precio. En general esta bien la relación calidad/precio. La única pega es que después de solicitar 3 veces la factura no me la han enviado.	1
Se empaña. Muy cómodo para nadar,la única pega es que se empaña	0
Bueno pero ....... Esta bien pero encaja lo justo para rueda 29 de 2.2 hace su uso no esta mal lo debes sujetar muy bien a la pared si no baila mucho	1
Para tirarle. El protector no vale ni de casualidad	0
Sergio. La entrega superior rápida antes de lo esperado, el producto superior bonito, le doy un 3 por que es demasiado fina, por lo demás bien!!	0
Regular. No son de buena calidad	0
Para running están muy bien. Fue un regalo para mi hermana que corre maratones y esta encantada	1
calidad precio bajo. Siendo cressi pensaba que iba a ser de mejor calidad , la suela se sale al no ir pegada, la tela no protege mucho de la rocas, y la suela no es muy adherente. Tengo unas del decathlon que me han ido mucho mejor	0
Mas diseño que práctico. Es bastante endeble y el sonido no es especialmente agradable pero bueno, cumple con su función....... Algo caro para lo que es.	0
Que no tengo mi producto y era un regalo. Es un timo, no ma llegado el producto ni tengo la devolución	0
Funda excelente. Buena funda, cómoda. Llevo una botella de cristal para el trabajo y va bien protegida.	1
Primera devolucion. Es la primera vez que hago una devolución, quería saber si lo estoy haciendo correctamente.	0
ESTAFA. Pésimo, en menos de dos meses ha dejado de funcionar el sensor que hace que se midan los pasos, las pulsaciones, etc... EL VENDEDOR NO RESPONDE, NO HACE EFECTIVA LA GARANTÍA. ESTAFA!!!	0
Botellas de agua. Dicen que el plástico no es bueno para reutilizar como contenedor de agua, así que para casa y el trabajo compré dos botellas. La calidad es buena y mantienen el agua fresca por largo tiempo. El material es resistente a caídas. Los contras: El tamaño máximo que encontré es de 1 l y se hace algo corto para mi. Cuando la pones en la nevera no enfría tanto como una botella convencional, pero se mantiene más fresca el agua.	1
Es lo que quería.. Sí parece un bolígrafo y lleva carga para escribir. Quizás algo largo y se nota mucho la agudeza de la punta, que puede hacer notar que no se trate de un boli.	1
Falta control de la calidad de los productos que se envía.. Calidad/precio buena. Se echa en falta unas mínimas instrucciones de montaje. La bici me vino con un guarda barros totalmente arañado y el display también arañado. Una pena que no tengan un mejor control de colmo se envía la mercancía.	1
FUNCIONAL. ES FUNCIONAL LA OTRA QUE COMPRE DE METAL NO SE ADAPTABA Y SE SOLTABA CON FRECUENCIA HACIENDO EL RELOJ MUY INSEGURO	1
Saltan los anclajes. No me a gustado nada saltan los anclajes	0
Muy cómoda. La acabo de usar por primera vez este finde en una ruta y la verdad fenomenal mi hija tiene 1 año y ha ido genial de cómoda y yo muy bien	1
Calidad. Son cómodos y calientes , cómo pega es que el la abertura del Velcro es muy ancha y no se ajusta a la muñeca	1
Buena calidad de producto. Llegó antes de tiempo y logré un precio muy bueno. El diseño está bien pero la pernera es un poco amplia en la parte baja.	1
Se ve bien. Cumple las expectativas	1
Encantado. Espectacular. Todo el mundo deberia tener una asi!! Pequeña, util, calidad top. Indispensable en mi llavero. La calidad del acero es tremenda	1
Se empañan. Se empañan muy rápido ..	0
La rapidez del envio. Fue un regalo y cumplió mis expectativas	1
Estafa, no llega. Llevo un mes esperando que me llegue y aún no me ha llegado	0
Muy cómodo. Me gusta que no gotea y aísla bastante	1
Esta bien, por el precio. Está muy bien el reloj, básico pero bueno y bonito. Sólo que la app es mala. No funciona correctamente. Mejoraría si actualizaran la apo	1
muy bonito pero no hay instrucciones suficientes. Buenas tardes, he intentado poner en funcionamiento el pulsómetro y solo puedo hacer que funcione como reloj y cronometro, el indicador de pulso y frecuencia cardíaca no soy capaz de que empiece a funcionar. Por eso lo voy a devolver	0
Funcional, pero con pegas. El producto en sí, cumple, mete unas buenas descargas, tiene distintos programas y puedes ajustar la intensidad de las descargas, es decir, funciona, pero le veo un producto con un acabado regulero. La caja es más bien típica caja del chino, lo abres y tienes los parches, el aparato que transmite las descargas aparte y una cosa que hay que reconocer a favor, es que viene con el gel para que sea conductor sobre tu cuerpo, aparte del que la lleva la propia pieza. Necesita dos pilas AAA y no viene con ellas, y, aunque para mí no es un problema, las instrucciones vienen en inglés. Es decir, es un producto que funciona pero no esperes mucha calidad.	0
Precio muy elevado. Cumple con su función pero esperaba más. Me parece que el precio es muy alto para lo que es!!!	0
buen producto. Biene cargado, y es efectivo.	1
Relación calidad/precio. Lo que no me ha gustado de la cubierta es que los tacos que trae son muy pequeños y con unos pocos kilómetros el desgaste de la cubierta se notará significativamente. Por lo demás esta bien, por el precio que tiene no se le puede pedir más.	1
Mala calidad. El diseño es muy bonito, pero la calidad de los componentes de la bicicleta dejan mucho que desear. una pequeña caída sin importancia y el soporte del sillín al cuadro de la bici se ha roto pues era de plástico.	0
No válido para asientos grandes.. Me pareció un buen producto, de calidad y con pinta de muy confortable. La lástima es que lo he tenido de devolver porque aún siendo de talla grande, es pequeño para el asiento de mi bicicleta estática. El error vino de que me dejé guiar por la foto en que aparecía una bici igual a la mía, comprada también en Amazon, en que le iba como un guante.	1
Satisfecho.. Cumple perfectamente con su cometido. Aísla el calor y ventila muy bien. Buena compra.	1
Morenita. Está muy muy bien no sé desabrocha ni nada yo me lo esperaba peor y me a sorprendido lo único ke para ponerlo en ora tiene k saber	1
Paraguas elegante y original. El paraguas está genial para subir o bajar del coche. Es robusto, tiene doble capa y transpira. Se le cayó el extremo (no lleva punta) en el primer uso. Es fantástico porque al cerrarlo no te mojas cuando desliza el agua como ocurre con los paraguas tradicionales. El asa es muy cómoda. El único pero es que es muy largo, pero no es culpa del paraguas, si no de mi altura. Estaría bien que hicieron dos largos para las que somos bajitas. A mí me gusta mucho aunque aquí no estamos muy acostumbrados a este tipo de apertura es súper útil.	1
Una mochila para todo. Esta mochila vale para todo la uso para mis viajes en moto me cabe casi todo de hecho perfecta se sujeta genial y es super comoda, ademas tener los bolsillos independiente sirve para dejar el peso en la moto y llevarte lo esencial a la caminata.	1
GENIAL. RELACION CALIDAD PRECIO SALE MUY BIEN ES RESISTENTE GRANDE Y LARGO	1
Esta muy bien, aunque hay que vigilar la teórica de la tapa.. Esta muy bien, aunque la goma de ajuste de la tapa se sale y hay que estar pendiente o se sale el contenido al moverlo. Estando bien va a la perfeccion.	1
Son pequeñas pero muy buenas. Son pequeñas para la muñeca de un adulto.	0
segundo dia y ya no funciona. Los frenos tocan, y el cargador no funciona, ergo tengo una bici frenada de 25 kg sin motor. Solo por los problemas aunque me la cambien o reparen no recomiendo su compra	0
Se ha roto a los 6 meses de uso. Una decepción total. Compré la original hace 6 meses para no tener problemas y hace unos días se despegó uno de los plásticos que sujeta el reloj a la correa. He intentado encajarlo y seguir usándola como si nada pero no hay manera, la llevo puesta y el reloj se sale con la pieza y todo. Menos mal que me he dado cuenta antes de perderlo.	0
Pera boxeo. La calidad se ve buena de cuero con buen acabados, lo que pasa k no bota mucho para k bote ay k incharla mucho y se vuelve muy dura, haora ay k ver si es cosa de la pera o del soporte, no van rápida como se espera	0
No ha llegado. No me ha llegado el producto , he recibido paquete con varios productos y me falta este . Y no se como reclamarlo. Si alguien me ayuda	0
NO ERA COMO ESPERABA. LOS MOSQUITOS LES PICABAN IGUALMENTE	0
Muy baja calidad en el Suunto Smart Sensor. Como también veo en muchos otros comentarios, puedo corroborar que este sensor es de muy mala calidad y a parte carísimo. Ya lo he cambiado 2 veces (con el original he tenido 3), y como dicen algunos otros al principio bien, después empieza a fallar con pulsaciones que se disparan arriba y abajo y al final deja de funcionar. Aparentemente está perfecto el producto pero ya ha dejado de funcionar. Le he cambiado pilas varias veces y sigo intentandolo pero nada... no da señal y no conecta. La verdad es que no me da la gana gastarme otros 50€ en otro sensor. En cuanto al reloj yo tengo el ambit 3 sport, antiguo y básico, pero siempre he estado muy contento con todo (batería, funciones, etc..) pero el sensor muy muy mal	0
Lo que esperaba.. Son muy prácticos. Compré otros q parecía que se adaptaban a mi reloj y no fue así. Estos se adaptan, así que perfecto.	0
Bolsa mat yoga. Es bonita pero algo incomoda para recoger el mat y cerrar la cremallera...	0
Ricard. Tejido duro y resistente. Comoda al andar, la he probado en 3 dias de ruta y ha ido genial. Es grande y tiene bastantes bolsillos internos para tenerlo todo ordenado, asi como facilidad de uso.	1
No me ha gustado.. No cuenta bien la cantidad de pasos que das al caminar, sin embargo para salir a correr es perfecto.	0
Es cómodo. Es cómodo, el color real es más oscuro que en la foto Es cómodo y no da calor	1
Es un sillin cómodo y el precio esta bien.. Esta muy bien por que es cómodo pero desde la primera salida el sillin coje juego y esto incómoda un poco.	1
Buena calidad. Muy buena botella, se ve resistente y de buena calidad.	1
Buena compra. Ligera, conserva bien la temperatura y no aporta nada de sabor al agua.	1
Llegó roto y con pegotes de silicona en el mango.. El paraguas es muy bonito y práctico al abrirse automáticamente. El problema es que me llegó el paquete golpeado y el paraguas doblado, y el mango y el agarre con pegotes de silicona, detalles muy feos la verdad.	0
Calidad precio bien aunque me hacía un poco de bolsa.. Personalmente me estaba grande y seguro que si tienes una melena muy larga te irá perfecta pero a mi me hacía bolsa y no me era cómoda. La calidad del producto es excelente al tacto y aunque no la usé creo que es buena compra dependiendo de la melena que lleves. No aprieta mucho pero tampoco creo que se caiga en el agua porque parecía que sujetaba bien.	0
Que garantía tiene ?. Compre este artículo en agosto ..y sólo lo usamos noche si noche no y se ha roto .ahora se puede devolver ? No salió nada bueno por lo que parece	0
Buena relación calidad precio. Tuve un problema con las costuras y ellos mismos me mandaron un par nuevo sin coste. Los guantes aguantan bien el frío y la lluvia.	0
Bolsa. no cabe mucho,pero la calidad es buena	0
Nah. El producto no puedo hablar de.el por me.es imposible conectar al movil y ponerlo en hora	0
Finos. Para ser de compresión son demasiado finos y con ello la presión es claramente más leve respecto a otras utilizadas	0
No tiene cremalleras. Ponia que traia cremalleras en los bolsillos y no es asi	0
Lo barato es caro. Mala calidad de hay el precio .se rompió el primer día no merece la pena	0
Fatal. Terrible se despegó en seguida. No lo recomiendo nada.	0
Muy poco autonomía, ni la mitad de lo que prometen. Calidad Garmin, buen acabado y funcionamiento, pero le pongo solo dos estrellas porque la batería no dura ni la mitad de lo que prometen en sus características, sin hacer ninguna actividad no pasa de los 3 días (he tenido una vivosmart y una vivoactive HR y la batería me solía durar mas de 6 días en ambos modelos). Tampoco se le pueden instalar aplicaciones de IQ Connect, lo cual me parece una cagada, ya que no se puede personalizar con los deportes que tu haces, solo los que vienen por defecto. La pantalla un poco pequeña para mi gusto, aunque se ve bien. Por alguna extraña razón me desactiva el bluetooth del móvil, aunque eso puede ser problema del propio móvil, pero antes de conectar la pulsera no ocurría. Me ha defraudado mucho la autonomía y que no se pueda instalar nada.	0
Práctica. Algo corto el recorrido, pero cumple su función perfectamente.	1
Bueno. Lo mismo que describe	1
Bien. Al tiempo hace ruidito como de que se ablanda un poco él plástico. De tanto usarlo sera. Pero lo volveré a comprar sin duda	0
La seriedad. Me quedé esperando el paquete todo el día porque me decía que llegaba ese día antes de las 20:00 después de quedarme esperando me mandan un mensaje que llegara de lunes a miércoles,por ese aspecto muy mal,, aún no me ha llegado para poder votar,,	0
Flash visible. El flash ir no es invisible para el ojo humano, se ve perfectamente y se asustan los animales.	0
Buenas gafas para aguas abiertas. Las compré para aguas abiertas, muy buenas gafas una vez que las ajustas bien. Por el material parece que entre agua, pero no. Una gran ventaja que tengan lentes polarizadas, van muy bien cuando da el sol de cara. Muy buen producto, ya veremos cuanto dura la estanqueidad.	1
Los mejores en mtb. Perfectos para mtb. Los mejores	1
Talla pequeña. Talla pequeña, no corresponde con lo que tiene que ser. Puedo una L y parece una S.	0
Esta bien pero cuidado con las tallas !! Yo aconsejo pedir dos más de lo habitual !!. Solo le doy tres estrellas porque las tallas son muy pequeñas !! Para un perro de siete kilos pedí la talla M por ir sobrado , y le queda super justo y un tanto corto del lomo !!	0
Buena calidad. Las tarjetas son de calidad, no mera cartulina. El estuche parece suficientemente bueno para que dure.	1
Vaho. Tamaño muy bien, entra algo de vaho	0
👍🏻👍🏻. La talla bien y muy rapido, es finito pero caliente	1
Excelentes. Los mejores palos que he probado y ya van unos cuantos. Servicio magnífico de principio a fin. Todo muy buen.	1
ESTA BIEN. Esta bien pero no era lo que pensaba, de todas formas me gusta, aunque me comprare otro diferente.De hecho ya lo estoy mirando.	0
No tiene agujas. No tiene agujas para el uso. La foto lleva a engaño	0
Buena Compra. Lo dicho. Buena compra. Drena bien el sudor y no se empapa.	1
Da el pego pero no... No es original y se llena de pelotillas por dentro. Aunque una vez que la lavas todo ok	0
Cumple su función, pero mejorable.. Protector barato, pero no me resulta muy cómodo de usar. Puede que sea mejor invertir un poco más y coger un bucal de una calidad un poco mejor. Aún así cumple su función y si lo amoldas bien con el calor, se te queda bien puesto en la boca. Recomendable para principiantes.	0
Endebles. Me gusta mucho está marca, pero la verdad es q las cintas son muy endebles y apenas sujetan la muñeca. Demasiado blandas para cumplir su función.	0
Pulsera completa y funcional. Bastante completa esta pulsera de actividad que muestra métricas sobre las rutinas frecuentes como andar, running o spinning por poner un ejemplo. Se sincroniza bastante bien con el smartphone, el cual da lectura también de las pulsaciones y las horas de sueño ligero y profundo. La duración de la batería y autonomia llega hasta los 10 dias. Precio ajustado en un buen producto sin nada que envidiar a la competencia.	1
Bastante malillos.... Compré el producto a ciegas sin saber qué talla me vendría bien pero por suerte acerté. Lo malo es que no llevo ni una semana de uso y ya están deshilachados...	0
Bonita y estilosa. Me encanta la correa. Le da un aire mas elegante al reloj. Es segura. Lo negativo es q el esmaltado se le va facilmente, la llevo usando apenas 2 semanas y ya esta la correa toda rayada. Aun no la he probado n la piscina. No sé si se oxidara.	1
Timador. Hice un pedido y no lo he recibido me parece muy informal no he recibido ninguna explicación es un timo no recomiendo a nadie este vendedor no caigan en la trampa peligro	0
Gran calidad y precio. Muy bueno cumple genial para mi uso constante gran calidad.	1
Leggins bonitos.. Leggins con bonito diseño , el unico problema que tienen es que si te los compras una talla muy ajustada se transparentan .	0
Caja del producto sin plástico ni precintada. He devuelto el producto porque no era lo que buscaba...demasiado pesada, error mío. Asumo los 2,99 de devolución. Pero la verdad es que la caja del producto no estaba precintada y la bolsa de plástico interior abierta... extraño para una herramienta de más de 100 euros...Se me ha llegado a pasar por la cabeza que no fuera original. He pedido otro modelo que se ajusta más a lo que necesito...espero que la caja venga bien	0
Discreta. Una buena camiseta, discretas y de calidad	1
Funda. El material de la funda olía bastante mal y lo devolví.	0
Que pena !!. La la semana a reventado ! Se a roto las costuras y se a deshinchado . Mala compra lo malo que era para un. Niño de 8 años y papa Noel de a durado tan poco !	0
Genial. Tal cual la descripción, envió súper rapido Montaje rapido, Buen tamaño, discreta El sillín un poco incómodo, pero nada que no se pueda arreglar	1
Recibido. Buen aspecto exterior, pone que es de acero pero no de que tipo, funcionamiento correcto del cierre, vamos a ver lo que dura...	0
Funcional y en mi caso indispensable.. Estoy encantado con este tubo. He mejorado muchísimo. Llevo tres semanas en las que lo uso prácticamente a diario y cada vez me gusta más. Recomendado y fiable al 100%.	1
Pequeñito y resultón. Funciona bien, es muy pequeño, no pesa casi nada. La única pega es que la pantalla con la luz solar no se ve.	0
No sirve moto enduro. No sirve para moto de enduro, es más orientado a bicicletas. En un chino los hay a mejor precio.	0
Es lo que pedí. Es fuerte. Es lo que pedí. Se hacen los ejercicios muy bien	1
Polainas tobillo. Cumplen con su función, en mi caso que no entren piedras y polvo en las botas durante la marcha. Nunca las he probado con lluvia, así que no puedo decir nada acerca de ser impermeables. La cuerda amarilla se está rompiendo, sería buena idea cambiarla por un cable metálico; y se están descociendo. No son caras, pero tampoco de muy buena calidad.	0
Chula!. Bolsa muy chula para llevar desde la merienda, la muda de ropa, juguetes, etc...resistente de tela gruesa y bien acabada.	0
Duro e incómodo. El producto llegó en el tiempo indicado, aunque sin instrucciones. Es un poco incómodo para poder masajear los músculos.	0
7/10. para mi gusto demasiado finas, estrechas.. calidad muy buena buen producto, buena compra, no hay errores!!! x x x x	0
Para gente bajita como yo. La relación calidad/precio es buena, aunque dado su precio, no se puede pedir más	0
Genial. Genial, exactamente como la foto	1
Pobre calidad aunque cómodos de llevar. Son muy comodos pero su calidad es pobre. Se adaptan a cualquier talla al no tener talon. Lavan mal, sobretodo los blancos: quedan de un color muy gris y le salen pelotillas con la primera puesta	0
No lo recomiendo. Me llegó abierto todo parecía que hubiera sido usado y no funcionaba la vibración.	0
Miguel garcia del pozo. Esta muy bien el producto la lastima es que no lleve algo para ponerlo en la cintura porque a los mas peques no les va bien en la pierna	0
soporte bidón. falta poner tornillos porque los he tenido que comprar	1
Calidad muy justa. La calidad justa, al poner la válvula en el orificio de la llanta se rompio la camara por la valvula.	0
No es lo q pedi. No se corresponde el producto recibido al pedido. No es gel azul es líquido transparente q ignoro su composicion	0
Una auténtica basura. Parece en fotos que estéticamente...mola!!! Pero vaya chasco. El olor a plástico es demasiado fuerte. Las costuras están mal cosidas, el tamaño y la forma de la máscara no envuelven el rostro como deberían. El hueco u orificio de la nariz no se acopla ni deja respirar en condiciones ni tan siquiera se sujeta bien con las gafas y el gorro o casco. Un verdadero desastre, no sé cómo dejan vender estas cosas. Lo devuelvo mañana mismo.	0
Buen producto. Es un buen producto. Lo utilizamos para cuando tenemos invitados y estan super contentos con el. Se infla y desinfla rapido.	1
No es funcional. No es posible fijarlo en el suelo	0
Comodidad. Me ha gustado su adhesión y comodidad. No me ha gustado estéticamente las letras impresas	1
un buen producto. Los guantes abrigan mucho, están bien hechos pero ha tenido un fallo el guante derecho y no deja meter la mano-	0
Decepción. Me llegó roto aunque el paquete iba bien embalado. La talla no coincide con la medida.	0
Pedido cancelado!. Lamentablemente no recibí producto porque según lo expuesto por amazon; transportista perdió producto. Amazon me recomendó cancelar pedido y así lo hice.	0
No lo recomiendo. muy mal! La cremallera siempre se abre sola No estoy nada contento..... he tirado el dinero a la basura!	0
Fenomenal. Tal cual descrito y sin ninguna alteración. Todo perfecto.	1
No tiene etiqueta europea, no es legal su uso ni con licencia. No trae el etiquetado europeo	0
Mala calidad y pequeño. El producto no tiene calidad adecuada, el tamaño es minúsculo. Aparte he devuelto el material y no me han reembolsado. Muy descontenta con el Producto, el servicio y el proveedor.	0
Un gran chasco. Difícil de llevar,se estropea con facilidad,incomodo.	0
Buena botella. Cumple con lo esperado. Esta bien.	1
Bien. Todo bien pero el producto tardo nucho en llegar aunque dentro de los limites	0
No hacer saltos. No la recomiendo, se rompe rápido	0
Sin complicaciones. Nada que añadir,perfecto	1
El cristal. Todo. Aunque por error mío sin un poco grandes para mi	1
Manuel. Talla única,tirando a pequeña , yo de mano pequeña les uso bien. Son para días suaves o poco fríos ,si eres de manos frías , si no .... El material acolchado es muy básico.	0
Cumple. Me gusta que cumple con todo y no me gusta necesitar una lupa para ver que dicen las notificaciones.	1
Buena chaqueta, pero con algun desperfecto imperdonable por este precio.. La chaqueta tiene un buen diseño y se nota de calidad y peso acorde a sus funciones. Su diseño sirve tanto para el dia a dia como para actividades deportivas. Repele el agua y corta muy bien el viento, pero el final de las mangas no son impermeables, con lo que si la llevas y llueve puede que se queden las puntas totalmente empapadas, lo que ha sido motivo suficiente para devolverla. Otro motivo, es que a nivel de talla, con 1,82 y 77kg la M me quedaba entallada justo, pero para mi las mangas eran demasiado cortas y en ciertos movimientos se me subian demasiado para mi gusto. La L me quedaba demasiado grande.	0
Bueno aún que mejorable. La goma de la cintura necesita mejorar, el resto bien. Buen precio.	1
No dan la talla. Están bien. pero la caja de pilas enorme y no calientan lo suficiente acabas pasando frío a los 10 m de ir en moto	0
