text	tag
   53.Credit institutions should clearly define and document the roles, responsibilities and formal       reporting lines for the implementation of the NPE strategy and operational plan.	0
   54.Staff and management involved in NPE workout activities should be provided with clear       individual (or team) goals and incentives geared towards reaching the targets agreed in the       NPE strategy and operational plan. Related remuneration policies, career development       objectives and performance monitoring frameworks should take the NPE targets into       account in order to ensure the full engagement of staff and management with NPE reduction       and should also have regard to the fair treatment of consumers. The incentive scheme for       staff and managers in the loan origination/business units should also take into account the       feedback from the workout activities and the quality of the credit institution’s exposures in	0
      55.All relevant components of the NPE strategy should be fully aligned with and integrated into          the business plan and budget, including all the relevant costs associated with the          implementation of the operational plan, and also potential losses stemming from NPE          workout activities.	0
      56.The NPE strategy should be fully embedded in the risk management framework. In that          context, special attention should be paid to:	0
      57.Credit institutions should ensure a high level of monitoring and oversight by the risk          management functions in respect of the formulation and implementation of the NPE strategy          and operational plan.	0
58.In order for credit institutions to be able to address their NPE issues in an efficient and       sustainable manner, an appropriate governance structure and operational set-up should be       in place.	0
   59.This section sets out the key elements of governance and operations in relation to an NPE       workout framework, covering aspects related to steering and decision-making, the NPE       operating model, the internal control framework and NPE monitoring processes.	0
   60.In the implementation of their NPE governance and operations, credit institutions should       take into account relevant consumer protection considerations and requirements, and       ensure fair treatment of consumers.	0
61.The overarching strategy of a credit institution and its implementation should cover the NPE       strategy and operational plan, which should therefore be set, approved and reviewed by the       management body. In particular, the management body should:	0
   62.The management body and senior management should dedicate an amount of their capacity       and devote sufficient time to NPE workout-related matters in line with Article 76 of       Directive 2013/36/EU, in proportion to the risks connected to NPEs within the credit       institution. Credit institutions should establish and document clearly defined, efficient and       consistent decision-making procedures, with adequate second line of defence involvement       at all times.	0
   63.In order to mitigate sufficiently any conflict of interest in managing NPEs, as well as to make       good use of dedicated NPE expertise across the organisation, credit institutions should       establish dedicated NPE workout units (NPE WUs) that are independent from loan origination       activities. This separation of duties approach should encompass not only client relationship       activities (e.g. negotiation of forbearance solutions with clients) but also the decision-making       process. In this context, credit institutions should consider implementing dedicated decisionmaking bodies related to NPE workout (e.g. an NPE committee).	0
   64.Where overlaps with the decision-making bodies, managers or experts involved in the loan       origination process are unavoidable, the institutional framework and internal controls should       ensure that any potential conflicts of interest are sufficiently mitigated.	0
   65.Credit institutions should have arrangements in place to ensure that regular feedback       between loan origination units and NPE WUs is established.	0
   66.When designing an appropriate NPE WU structure, credit institutions should take into       account the specificities of their main NPE portfolios, including the type of exposure (retail,       SME, corporate) and the type of collateral.	0
   67.Credit institutions should consider designing automated processes for NPE WUs for       homogeneous retail NPE portfolios. For corporate NPE portfolios, where relevant, and       depending on the sectoral concentration of the NPEs, credit institutions should consider a       relationship management approach with sectoral specialisation of NPE WU staff. For sole       traders and micro-enterprises, a combination of automated elements and a relationship       management approach should be considered.	0
   68.Smaller and less complex credit institutions (e.g. those that are classified in SREP Category 3       or 4) may have in place dedicated workout functions proportionate to their size, nature,       complexity and risk profile. Credit institutions should ensure that the design of such functions       prevents and eliminates conflict of interest in the management of NPEs.	0
   69.For proportionality purposes, smaller and less complex credit institutions (e.g. those that are       classified in SREP Category 3 or 4), as an alternative to establishing dedicated decision-	0
      70.NPE WUs should be set up to ensure that NPE workout activities and borrower engagements          are tailored to the phases of the NPE life cycle.22 Credit institutions should set up different          NPE WUs for the different phases of the NPE life cycle and also for different portfolios, if          appropriate. All applicable workout stages should receive adequate focus and should be          equipped with sufficiently specialised staff.	0
      71.Credit institutions should consider the following phases in the NPE life cycle, taking into          account also the specificities of the products and the nature of the arrears:	0
     72.Managing foreclosed assets (or other assets stemming from NPEs): collateral repossession         generally commences after other attempts by the credit institution to collect the outstanding         amounts have failed. The credit institution should have a policy in place that describes the         recovery process for foreclosed assets, covering in particular the steps of repossession,         valuation of the collateral and realisation of various types of collateral through appropriate         means.	0
     73.The EBA Guidelines on credit risk management practices and accounting for expected credit         losses25 describe the policies for credit institutions of grouping exposures with shared credit         risk characteristics. Homogeneous portfolios should be built up in order to tailor treatments         specifically to NPEs. Credit institutions should consider designing customised processes for         each portfolio, with a dedicated expert team taking ownership of each. NPE portfolios should         be analysed with a high degree of granularity, resulting in clearly defined borrower         subportfolios. For these analyses, credit institutions should develop appropriate         management information systems and sufficiently high data quality.	0
     74.A list of potential selection criteria for grouping retail NPEs into portfolios is contained in         Annex 1.	0
     75.For corporate NPE portfolios, grouping by asset class or sector (e.g. commercial real estate,         land and development, shipping, trading businesses) should be considered a key driver for         NPE WU specialisation. These portfolios should then be further divided in line with the NPE         strategy and the level of financial difficulty to ensure that workout activities are sufficiently         focused.	0
     76.Credit institutions should have in place an appropriate organisational framework relative to         their business model and taking into account their risks, including risks stemming from NPEs.         Credit institutions therefore should devote an appropriate and proportionate amount of         management attention and resources to the workout of NPEs and to internal controls on         related processes.	0
     77.Sharing management and resources with other parts of the value chain (e.g. loan origination)         should be carefully reviewed before implementation in order to avoid conflicts of interest         and to ensure sufficient specialisation, as discussed above.	0
     78.Based on the findings of the credit institution’s NPE self-assessment on capabilities, as         referred to in section 4.2.1, credit institutions should regularly review the adequacy of their         internal and external NPE workout resources and address any human resourcing gaps in a         timely fashion. As workout activities may place significant demands on resources, credit         institutions should consider if it is appropriate to choose to use fixed-term contracts,         internal/external outsourcing or joint ventures for NPE workout activities. However, the final         responsibility for these activities remains with the credit institution. In the event that         outsourcing is used, credit institutions should ensure that such outsourcing is arranged in         accordance with the applicable legislation or regulatory requirements.	0
     79.Credit institutions should build up the relevant expertise required for the defined NPE         operating model, including the NPE WUs and internal control functions, in line with the         provisions of the joint ESMA and EBA Guidelines on the assessment of the suitability of         members of the management body and key function holders.26 Staff allocated to key NPE         workout tasks should have specific NPE expertise and experience. Credit institutions should         implement adequate and dedicated NPE training, including on consumer protection, and         should design staff development plans to build in-house expertise using available talent.	0
     80.Where it is not possible or efficient to build in-house expertise and infrastructure, the NPE         WUs should have easy access to qualified independent external resources (e.g. property         appraisers, legal advisors, business planners, industry experts) or to dedicated NPE servicing         companies.	0
     81.The credit institution, in alignment with the overall NPE strategy and operational plan, should         implement an appraisal system tailored to the requirements of the NPE WUs. The appraisal         system should be designed in line with the provisions of the EBA Guidelines on sound	0
     82.The performance measurement framework for the management body and relevant         managers should include specific indicators linked to the targets defined in the credit         institution’s NPE strategy and operational plan. The weights given to these indicators within         the overall performance measurement framework should be proportionate to the severity         of the NPE issues faced by the credit institution.	0
     83.Addressing early warnings signals and indicators should be encouraged by credit institutions         through the remuneration policy and incentives framework in order to ensure that prearrears are efficiently addressed and NPE inflows thus effectively reduced.	0
     84.In terms of adequate technical infrastructure, credit institutions should ensure that all NPErelated data are centrally stored in robust and secure IT systems and that they are complete         and up to date throughout the NPE workout process.	0
     85.An adequate technical infrastructure should enable NPE WUs to:	0
      86.The adequacy of the technical infrastructure, including data quality, should be assessed by          an independent internal or external audit function on a regular basis.	0
87.The management body should be responsible for establishing and monitoring the adequacy          and effectiveness of the internal control framework. In particular, effective and efficient          internal control processes should be implemented for the NPE workout framework in order          to ensure full alignment between the NPE strategy and operational plan on the one hand and          the credit institution’s overall business strategy, including the NPE strategy and operational          plan, and risk appetite on the other hand.	0
      88.Internal control functions should regularly submit to the management body written reports          on NPE management highlighting major identified deficiencies. These reports should include,          for each new identified major deficiency, the relevant risks involved, an impact assessment,          recommendations and corrective measures to be taken. Where necessary, the heads of          internal control functions should be able to have access to and report directly to the          management body in its supervisory function to raise concerns and warn the supervisory          function, where appropriate, when specific developments affect or may affect the          institution. This should not prevent the heads of internal control functions from reporting          within regular reporting lines as well.	0
      89.The management body should follow up on the findings of the internal control functions in a          timely and effective manner and require adequate remedial actions. A formal follow-up          procedure on findings and corrective measures taken should be put in place.	0
      90.The internal control framework should involve all three lines of defence in line with the EBA          Guidelines on internal governance.30 The roles of the different functions involved should be          assigned and documented clearly to avoid gaps or overlaps. Key outcomes of second- and          third-line activities as well as defined mitigating actions and progress on those needs should          be reported to the management body regularly.	0
      91.In the implementation of the control framework, larger and more complex credit institutions          should apply all three lines of defence; the second line of defence does not have to be NPE          specific and may be performed by the credit risk (control) function.	0
      92.In the implementation of the control framework, smaller and less complex credit institutions          (e.g. those that are classified in SREP Category 3 or 4) do not necessarily have to have three          fully fledged NPE-specific lines of defence, but they have to ensure that any conflict of          interest is sufficiently mitigated.	0
   93.Credit institutions should ensure that the first line of defence is embedded into the       procedures and processes of the operational units, mainly the NPE WUs, that actually own       and manage the credit institution’s risks in the specific context of NPE workout.	0
   94.In order to ensure that adequate control mechanisms are implemented, credit institutions       should have internal policies in place on the NPE workout framework. The managers of the       operational units are responsible for ensuring that these internal policies are implemented,       including through their incorporation into IT procedures. Annex 4 to these guidelines sets out       key elements of NPE framework-related policies that should be implemented in credit       institutions.	0
   95.Second line of defence functions should perform controls on a continuous basis to check that       NPE management in the first line of defence is operating as intended. To adequately perform       their control tasks, second-line functions require a strong degree of independence from       functions performing business activities, including the NPE WUs, and should have sufficient       resources. They should have an adequate number of qualified staff. The qualifications of staff       should be reassessed on an ongoing basis, and staff should receive training as necessary.	0
   96.The second line of defence controls the implementation of risk management measures by       the NPE WUs and should have a special focus on:	0
   97.Risk control and compliance functions should also provide guidance on the process of       designing and reviewing NPE-related policies and procedures and on the controls being       established across NPE WUs. These functions should be involved in the design and review of       the policies before they are approved by the management body.	0
   98.The third line of defence, the independent internal audit function, should have sufficient NPE       workout expertise to perform its periodic control activities on the efficiency and       effectiveness of the NPE framework, including the first- and second-line controls.	0
   99.With regard to the NPE framework, the internal audit function should, at least, perform       regular assessments to monitor adherence to internal NPE-related policies (see Annex 4) and       to this guidance. This should also include random and unannounced inspections and credit       file reviews.	0
   100. In determining the frequency, scope and scale of the controls to be carried out, credit       institutions should take into account the level of NPEs and whether significant irregularities       and weaknesses have been identified by recent audits.	0
   101. Based on the results of its controls, the internal audit function should make       recommendations to the management body, bringing possible improvements to their       attention.	0
102. The monitoring systems should be based on the NPE targets approved in the NPE strategy       and related operational plan, which are subsequently cascaded down to the operational       targets of the NPE WUs, with feedback loops to pricing of credit risk and provisioning. A       related framework of NPE-related key performance indicators (KPIs) should be developed to       allow the management body and other relevant managers to measure progress.	0
   103. Credit institutions should define and monitor NPE-related KPIs. The NPE-related KPIs,       should include, but not necessarily be limited to (see also Annex 2):	0
   104. Credit institutions should closely monitor the relative and absolute levels of NPEs and FBEs,       as well as foreclosed assets (or other assets stemming from NPE activities) and early arrears,       in their books.	0
   105. Credit institutions should carry out such monitoring activities at transaction/borrower       level, and portfolio or subportfolio levels, as appropriate, considering aspects such as       business line, borrower segment, geographical area, products, concentration risk, level of       collateralisation and type of collateral provided, and debt-service ability.	0
   106. Credit institutions should monitor the level of impairments of NPEs in order to provide the       management body with comprehensive information on coverage. The analysis should       include data on the aggregate level as well as the levels for different NPE portfolios. The       selection of NPE portfolios should consider aspects such as type of exposure, including       secured/unsecured, type of collateral and guarantees, geographical area, number of years       since NPE classification, time to recovery, and the use of the going and gone concern       approach. Coverage movements should also be monitored and reductions clearly explained.	0
   107. Credit institutions should benchmark indicators related to the NPE ratio and coverage       against the available indicators of peers in order to provide the management body with a       clear picture of the competitive position and potential shortcomings.	0
   108. Credit institutions should monitor their deviations from the budget, in order for the       management body to understand the drivers of significant deviations from the plan.	0
   109. Key figures on NPE inflows and outflows should be included in periodic reporting to the       management body, including transfers from/to NPEs, non-performing FBEs, NPEs under       probation, performing FBEs and early arrears (≤ 90 days past due).	0
   110. Credit institutions should consider if it would be useful to establish migration matrices to       track the flow of exposures into and out of non-performing classification.	0
   111. Credit institutions should estimate the migration rates and the quality of the performing       exposures month by month, so that actions can be prioritised and taken promptly to inhibit       deterioration of portfolio quality. Migration matrices can be further broken down by       exposure type (retail mortgage, consumer, real estate), by business unit or by other       subportfolio to identify whether the driver of the flows can be attributed to a specific       subportfolio.	0
   112. In their monitoring activities, credit institutions should use internal information (e.g. from       internal score systems) and external information (e.g. from rating agencies, credit bureaus,       specialised sector research or macroeconomic indicators for specific geographical areas) and       should refer to a particular point in time or observation period. Annex 3 includes examples       of such internal and external information.	0
   113. Once NPE WUs have been established, key operational performance metrics should be       implemented to assess the units’ or employees’ efficiency relative to average performance       and/or standard benchmark indicators. If no such indicators exist or are available, key	0
     114. To resolve or limit the impact of NPEs, credit institutions should explore the possibilities         with regard to granting forbearance measures. Credit institutions should monitor two         aspects of the forbearance activities, efficiency and effectiveness. Section 7 specifies the         requirements relating to the application of forbearance measures.	0
     115. The main objective of forbearance measures should be the return of the borrower to a         sustainable performing repayment status, taking into account the amount due and         minimising expected losses. This objectives should take into account the importance of         ensuring the fair treatment of consumers and compliance with any consumer protection         requirements that may be applicable. The credit institution should monitor the quality of the         forbearance activities to make sure that they are not used to delay impairments or an         assessment that the exposure is uncollectable. The monitoring should cover forbearance         activities in relation to both performing and non-performing exposures.	0
     116. If no sustainable restructuring solution can be reached, credit institutions should still         resolve the NPE. Resolution may involve initiating legal procedures, foreclosing assets, debt         to asset/equity swap, disposal of credit facilities by sale, transferal to an asset management         company or securitisation. Where the price obtained from the foreclosure of immovable         property affects the amount owed by a consumer, credit institutions should take into         account, when deciding on the liquidation measure and next steps, the provisions of         Article 17(5) of Directive 2014/17/EU,31 to the extent applicable.	0
     117. Liquidation activities should be monitored by the credit institution to help inform strategies         and policies. Credit institutions should monitor disposals and monitor realised sales/transfer         prices against net carrying amounts.	0
     118. Credit institutions should monitor the volumes and recovery rates of legal and foreclosure         cases. Performance in this regard should be measured against set targets, in terms of number         of months/years and loss to the institution. In monitoring the actual loss rate, institutions are         expected to build historical time series for each loan portfolio to back up the assumptions         used for impairment review purposes and stress test exercises.	0
     119. For exposures covered by collateral or another type of guarantee, credit institutions should         monitor the time period needed to liquidate the collateral or to enforce a guarantee. Credit         institutions should also monitor potential forced sale haircuts upon liquidation and	0
   120. Monitoring the recovery rates from foreclosure and other legal proceedings should help       credit institutions to reliably assess whether the decision to foreclose will provide a higher       net present value than pursuing a forbearance option. The data regarding the recovery rates       from foreclosures should be monitored on an ongoing basis and feed into potential       amendments to credit institutions’ strategies for handling their debt recovery/legal       portfolios.	0
   121. Credit institutions should also monitor the average duration of legal procedures recently       completed and the average amounts recovered (including related recovery costs) from these       completed procedures.	0
   122. Credit institutions should carefully monitor cases where the debt is swapped with an asset       or equity of the borrower, at least by using volume indicators by type of assets, and ensure       compliance with any limits set by the relevant national regulations on holdings. The use of       this approach as a forbearance measure should be backed by a proper business plan and       limited to assets in relation to which the institution has sufficient expertise and the market       realistically allows the determined value to be extracted from the asset in the short to       medium term. The institution should also make sure that the valuation of the assets is carried       out by qualified and experienced appraisers.	0
   123. Credit institutions should monitor and report to their management bodies the amount of       interest income stemming from NPEs. In addition, a distinction should be made between the       interest payments on NPEs actually received and those not actually received. The evolution       of loss allowances and the related drivers should also be monitored.	0
   124. If foreclosure is a part of a credit institution’s NPE strategy, it should also monitor the       volume, ageing, coverage and flows of foreclosed assets (or other assets stemming from       NPEs) at a sufficient level of granularity to take into account material types of assets. The       performance of the foreclosed assets vis-a-vis the predefined business plan should be       monitored and reported to the management body and other relevant managers on an       aggregate level.	0
125. Credit institutions should use the definitions of forbearance measures and FBEs as stated          in Annex V to Commission Implementing Regulation (EU) No 680/2014 in their risk          management. Forbearance measures should aim to return the borrower to a sustainable          performing repayment status, taking into account the amount due and minimising expected          losses. When deciding on which steps or forbearance measures to take, credit institutions          should take into account the interests of consumers and comply with consumer protection          requirements, including those set out in Article 28 of Directive 2014/17/EU32 and in the EBA          Guidelines on arrears and foreclosure.33 Credit institutions should monitor the efficiency and          effectiveness of forbearance activities.	0
127. Credit institutions should consider using a combination of different forbearance measures,          including both short-term and long-term time horizons in line with the nature and maturity          of the credit facilities. Credit institutions should consider the list of possible forbearance          measures in Annex 5.	0
      128. Credit institutions should use forbearance measures with time horizons shorter than two          years (one year in the case of project finance and the construction of commercial property)          where such measures do not address the resolution of outstanding arrears, unless such          measures are combined with forbearance measures that are longer than two years.	0
      129. Credit institutions should consider forbearance measures with time horizons not greater          than two years (and, where appropriate, for other forbearance measures) when the          borrower meets the following criteria:	0
   130. The contractual terms for any forbearance measure should ensure that the credit       institution has the right to review the agreed forbearance measures if the situation of the       borrower improves and more favourable conditions for the credit institution (with regard to       the forbearance or the original contractual conditions) can therefore be enforced; to this       end, the contract should indicate the specific changes to the forbearance measure to be       applied as a consequence of specific improvements in the situation of the borrower. Credit       institutions should also consider including strict consequences, such as a requirement for       additional collateral, in the contractual terms for borrowers who fail to comply with the       forbearance agreement.	0
   131. Credit institutions should distinguish between viable forbearance measures contributing to       reducing the borrower’s exposure and non-viable forbearance measures.	0
   132. Credit institutions should consider the following factors when assessing the viability of       forbearance measures:	0
   133. The assessment of viability should be based on the financial characteristics of the borrower       and the forbearance measure to be granted at that time. The viability assessment should	0
   134. Credit institutions should develop a policy on their forbearance activities. The policy should       cover at least:	0
   135. Credit institutions should regularly review their forbearance policies and options based on       the collective monitoring of the performance of different forbearance measures, including       the examination of potential causes and instances of re-defaults.	0
   136. Credit institutions should monitor the quality of forbearance activities to make sure that       they are not used to delay an assessment that the exposure is uncollectable. The monitoring       should cover forbearance activities relating to both performing and non-performing       exposures and differentiate between types of forbearance measures and portfolios.	0
   137. Credit institutions should measure the efficiency of the process for granting forbearance       measures and monitor the duration of the decision-making process and the volumes of       forbearance measures at each stage of the granting process.	0
   138. Credit institutions should monitor effectiveness of forbearance measures granted. This       monitoring should measure the degree of success of the forbearance measure and whether       the modified contractual obligations of the borrower are met and the exposure is       performing. The following metrics by portfolio and by type of forbearance measure should       be used:	0
   139. Credit institutions should monitor indicators relating to forbearance activities using a       meaningful breakdown, which could include the type and duration of arrears, the type of       exposure, the probability of recovery, the size of the exposures or the total amount of       exposures to the same borrower or group of connected clients, and the number of       forbearance solutions applied in the past.	0
   140. Before granting any forbearance measures, credit institutions should assess the borrower’s       repayment capacity. This should include an adequate assessment of the borrower’s financial       situation, based on sufficient information and taking into account relevant factors such as       the debt-servicing capacity and overall indebtedness of the borrower or the       property/project.	0
   141. Credit institutions should have adequate policies and procedures in place with a range of       sustainable and effective solutions for the borrower when granting forbearance. The       grouping of exposures into portfolios should be reflected in these policies and procedures,       to enable credit institutions to adopt different forbearance measures for different segments       of borrowers and tailor measures to them.	0
   142. Credit institutions should consider developing decision trees and standardised forbearance       measures for portfolios of homogeneous borrowers with less complex exposures. Decision       trees may help in determining and implementing appropriate and sustainable forbearance       strategies for specific portfolios of borrowers in a consistent manner based on approved       criteria.	0
   143. Credit institutions should use a net present value approach to determine the most suitable       and sustainable workout option for borrowers’ varied circumstances, having regard to the       fair treatment of the consumer, and should compare the net present value of the envisaged       forbearance measure with the net present value of repossession and other available	0
     144. Forbearance contracts and documentation should include a well-defined borrower target         schedule, detailing all necessary targets to be achieved by the borrower in order to repay the         exposure over the course of the contract term. These milestones/targets should be credible,         be appropriately conservative and take account of any potential deterioration in the         borrower’s financial situation. The performance of the forborne borrower, including the         borrower’s compliance with all agreed targets, should be closely monitored by the NPE WU         responsible for granting the forbearance, at least for the duration of the probation period.	0
145. Credit institutions should use the definition of NPE in Annex V to Commission Implementing         Regulation (EU) No 680/2014 in their risk management.	0
     146. This section sets out the key elements of governance and operations in relation to NPE         recognition.	0
147. Credit institutions should recognise exposures as being past due in accordance with         section 4 of the EBA Guidelines on the application of the definition of default 34 and         Commission Delegated Regulation (EU) 2018/171 on the materiality threshold for credit         obligations past due.35	0
148. Credit institutions should recognise exposures as unlikely to pay and identify indications of         unlikeliness to pay in accordance with section 5 of the EBA Guidelines on the application of         the definition of default.	0
     149. Credit institutions should monitor the repayment capacity of borrowers. In the case of         corporate borrowers, this should be assessed at least annually and at key reporting dates at	0
   150. For the purpose of implementing forbearance measures, credit institutions should be able       to identify signs of possible future financial difficulties at an early stage. In order to do so, the       assessment of the financial situation of the borrower should not be limited to exposures with       apparent signs of financial difficulties. An assessment of financial difficulties should also be       conducted for exposures with regard to which the borrower does not have apparent financial       difficulties but in relation to which market conditions have changed significantly in a way that       could impact the borrower’s ability to repay (e.g. bullet loans the repayment of which will       depend on the sale of immovable property or foreign currency loans).	0
   151. The assessment of any financial difficulties on the part of a borrower should be based on       the situation of the borrower only, disregarding collateral or any guarantees provided by       third parties. When assessing the financial difficulties of the borrower, credit institutions, in       accordance with Annex V to Commission Implementing Regulation (EU) No 680/2014, should       consider at least the following rebuttable circumstances:	0
   152. Exposures should not be identified as forborne when concessions are made to borrowers       who are not in financial difficulties. Credit institutions should distinguish, based on a detailed       financial assessment, between renegotiations or rollovers granted to borrowers not in       financial difficulties and forbearance measures such as concessions granted to borrowers in	0
   153. Granting new conditions such as a new interest rate more favourable than the rate       borrowers with a similar risk profile could obtain may be considered an indication of such a       concession when the credit institution determines that the reason for the new rate is the       financial difficulties of the borrower. The provision of more favourable new conditions than       those practised by the market should not be considered a prerequisite for the identification       of concessions and therefore forbearance. In line with Annex V to Commission Implementing       Regulation (EU) No 680/2014, when a borrower is in financial difficulties, a change in       conditions in line with what other borrowers with a similar risk profile could get from the       credit institution should qualify as a concession, including when borrowers are included in       public forbearance schemes that are offered by credit institutions.	0
   154. Borrowers may request modifications in the contractual conditions of their loans without       facing or being about to face difficulties in meeting their financial commitments. Credit       institutions should perform an assessment of the borrower’s financial situation when such       modifications to contractual conditions have an impact on payment performance.	0
   155. When granting forbearance measures to performing exposures, credit institutions should       assess whether these measures lead to a need to reclassify the exposure as non-performing.       Granting forbearance measures to NPEs does not clear their non-performing status: the       exposures should continue to be identified as non-performing for at least one year of the cure       period after the granting of the forbearance measures, as specified in Annex V to Commission       Implementing Regulation (EU) No 680/2014 and in section 7.3.3.	0
   156. When assessing if FBEs should be classified as non-performing, credit institutions should       assess if exposures:	0
   157. Credit institutions should reclassify NPEs, including FBEs, as performing in accordance with       Annex V to Commission Implementing Regulation (EU) No 680/2014. Credit institutions       should perform a financial analysis of the borrower to establish the absence of concerns       regarding the borrower’s ability to pay its credit obligations.	0
   158. Credit institutions’ policies for the reclassification of non-performing FBEs should specify       practices for dispelling concerns regarding the borrower’s ability to comply with the postforbearance conditions set out in Annex V to Commission Implementing Regulation (EU)       No 680/2014. These policies should establish criteria in terms of payments made during the       cure period of at least one year and define the borrower’s ability to comply with postforbearance conditions (to the extent that full repayment of the debt is likely) without being       reliant on the realisation of collateral at least by demonstrating payments of a not       insignificant amount of principal. These policies should require payments of both principal       and interest.	0
   159. In addition, where a borrower has other exposures to a credit institution that are not the       subject of a forbearance measure, the credit institution should consider the impact and the       performance of these exposures in its assessment of the borrower’s ability to comply with       post-forbearance conditions. The consideration of arrears should not change the level of       application of non-performing status, in accordance with Annex V to Commission       Implementing Regulation (EU) No 680/2014, and only exposures to which forbearance       measures have been applied should be identified as FBEs.	0
   160. The existence of contract terms that extend the repayment period, such as grace periods       for the principal, should confirm the classification of these FBEs as non-performing until the       requirements of Annex V to Commission Implementing Regulation (EU) No 680/2014 have       been satisfied. The fact that the one-year cure period has elapsed should not automatically       lead to reclassification to performing unless regular payments have been made over these	0
   161. Once FBEs are classified as performing, either because they have met the conditions for       being reclassified from the non-performing category or because the granting of forbearance       measures did not lead to the classification of the exposure as non-performing, they should       continue to be identified as forborne until all the conditions for the discontinuation of the       classification of exposures as forborne under paragraph 256 of Annex V to Commission       Implementing Regulation (EU) No 680/2014 have been met.	0
   162. Credit institutions’ policies for identifying performing FBEs should specify practices for       dispelling concerns regarding the borrower’s financial difficulties. Credit institutions’ policies       should require the borrower to have settled, by means of regular payments, an amount equal	0
      163. In accordance with paragraph 260 of Annex V to Commission Implementing Regulation (EU)          No 680/2014, new forbearance measures granted to performing FBEs that have been          reclassified out of the non-performing category will entail the reclassification of these          transactions to the non-performing category. The same should apply when these exposures          become more than 30 days past due.	0
164. Credit institutions should adopt adequate mechanisms and procedures, in accordance with          section 8 of the EBA Guidelines on the definition of default, for the harmonised          implementation of the definition in all subsidiaries and branches. This will ensure that the          identification of NPEs is consistent at entity and banking group levels.	0
      165. Credit institutions’ policies should ensure consistent treatment of individual clients and          groups of connected clients as defined in Regulation (EU) No 575/2013, the EBA Guidelines          on connected clients36 and the EBA Guidelines on the definition of default. Credit institutions’          policies should also ensure a consistent assessment of the underlying legal relationships          between legal entities across a group of connected clients. In view of possible contagion,          credit institutions should, whenever feasible, apply a group perspective when assessing the          status of a borrower’s exposure as non-performing, unless it is affected by isolated disputes          that are unrelated to the solvency of the counterparty.	0
      166. In accordance with the EBA Guidelines on the definition of default, credit institutions          should keep a register of all classification criteria.	0
167. Credit institutions should estimate loss allowances for NPEs and FBEs subject to impairment         in accordance with the EBA Guidelines on credit risk management practices and accounting         for expected credit losses.	0
     168. This section sets out the key elements of governance and operations in relation to NPE         impairment measurement and write-offs.	0
169. In accordance with the EBA Guidelines on credit risk management practices and accounting         for expected credit losses,37 uncollectability should be recognised in the appropriate period         through loss allowances or write-offs. When the credit institution has no reasonable         expectation of recovering contractual cash flow of the exposure it should lead to a partial or         full write-off of the exposure (IFRS 9.B3.2.16.r).	0
     170. A write-off may be done before legal actions against the borrower to recover the debt have         been concluded in full. A write-off should not be considered to mean that the credit         institution has forfeited the legal right to recover the debt; a credit institution’s decision to         forfeit the legal claim on the debt is debt forgiveness.	0
     171. Write-offs constitute a de-recognition event (IFRS 9.5.4.4). If cash or other assets are         eventually collected, these collections should be directly recognised as income in the         statement of profit or loss.	0
